,Zeitstempel,Wert
798,202001090730.0,8.55
799,202001090745.0,8.675
800,202001090800.0,8.8
801,202001090815.0,9.125
802,202001090830.0,9.45
803,202001090845.0,9.775
804,202001090900.0,10.1
805,202001090915.0,10.175
806,202001090930.0,10.25
807,202001090945.0,10.325
808,202001091000.0,10.4
809,202001091015.0,10.55
810,202001091030.0,10.7
811,202001091045.0,10.85
812,202001091100.0,11.0
813,202001091115.0,11.05
814,202001091130.0,11.1
815,202001091145.0,11.149999999999999
816,202001091200.0,11.2
817,202001091215.0,11.274999999999999
818,202001091230.0,11.35
819,202001091245.0,11.425
820,202001091300.0,11.5
821,202001091315.0,11.625
822,202001091330.0,11.75
823,202001091345.0,11.875
824,202001091400.0,12.0
825,202001091415.0,12.05
826,202001091430.0,12.1
827,202001091445.0,12.149999999999999
828,202001091500.0,12.2
829,202001091515.0,12.125
830,202001091530.0,12.05
831,202001091545.0,11.975
832,202001091600.0,11.9
833,202001091615.0,11.9
834,202001091630.0,11.9
835,202001091645.0,11.9
836,202001091700.0,11.9
837,202001091715.0,11.8
838,202001091730.0,11.7
839,202001091745.0,11.6
840,202001091800.0,11.5
841,202001091815.0,11.425
842,202001091830.0,11.35
843,202001091845.0,11.274999999999999
844,202001091900.0,11.2
845,202001091915.0,11.25
846,202001091930.0,11.3
847,202001091945.0,11.35
848,202001092000.0,11.4
849,202001092015.0,11.5
850,202001092030.0,11.600000000000001
851,202001092045.0,11.700000000000001
852,202001092100.0,11.8
853,202001092115.0,11.775
854,202001092130.0,11.75
855,202001092145.0,11.725
856,202001092200.0,11.7
857,202001092215.0,11.7
858,202001092230.0,11.7
859,202001092245.0,11.7
860,202001092300.0,11.7
861,202001092315.0,11.825
862,202001092330.0,11.95
863,202001092345.0,12.075
864,202001100000.0,12.2
865,202001100015.0,12.1
866,202001100030.0,12.0
867,202001100045.0,11.9
868,202001100100.0,11.8
869,202001100115.0,11.65
870,202001100130.0,11.5
871,202001100145.0,11.35
872,202001100200.0,11.2
873,202001100215.0,11.149999999999999
874,202001100230.0,11.1
875,202001100245.0,11.05
876,202001100300.0,11.0
877,202001100315.0,10.975
878,202001100330.0,10.95
879,202001100345.0,10.925
880,202001100400.0,10.9
881,202001100415.0,10.9
882,202001100430.0,10.9
883,202001100445.0,10.9
884,202001100500.0,10.9
885,202001100515.0,10.825
886,202001100530.0,10.75
887,202001100545.0,10.675
888,202001100600.0,10.6
889,202001100615.0,10.25
890,202001100630.0,9.899999999999999
891,202001100645.0,9.549999999999999
892,202001100700.0,9.2
893,202001100715.0,8.924999999999999
894,202001100730.0,8.649999999999999
895,202001100745.0,8.375
896,202001100800.0,8.1
897,202001100815.0,8.3
898,202001100830.0,8.5
899,202001100845.0,8.7
900,202001100900.0,8.9
901,202001100915.0,9.0
902,202001100930.0,9.100000000000001
903,202001100945.0,9.200000000000001
904,202001101000.0,9.3
